"essround","cntry","field_start","field_end","election_date_last_before_fieldwork","election_date_during_fieldwork","election_flag","source"
2,"DK",2004-10-09,2005-01-31,2001-11-20,NA,FALSE,"Manifesto Project 2024a"
2,"EE",2004-09-30,2005-01-19,2003-03-02,NA,FALSE,"Manifesto Project 2024a"
2,"FI",2004-09-20,2004-12-17,2003-03-16,NA,FALSE,"Manifesto Project 2024a"
2,"FR",2004-11-27,2005-03-04,2002-06-09,NA,FALSE,"Manifesto Project 2024a"
2,"DE",2004-08-26,2005-01-16,2002-09-22,NA,FALSE,"Manifesto Project 2024a"
2,"GR",2005-01-10,2005-03-20,2004-03-07,NA,FALSE,"Manifesto Project 2024a"
2,"HU",2005-04-02,2005-05-31,2002-04-07,NA,FALSE,"Manifesto Project 2024a"
2,"IS",2005-04-24,2005-12-04,2003-05-10,NA,FALSE,"Manifesto Project 2024a"
2,"IE",2005-01-18,2005-06-20,2002-05-17,NA,FALSE,"Manifesto Project 2024a"
2,"IT",2006-02-02,2006-05-29,2001-05-13,2006-04-10,TRUE,"Manifesto Project 2024a"
2,"LU",2004-09-13,2005-01-26,2004-06-13,NA,FALSE,"Manifesto Project 2024a"
2,"NL",2004-09-11,2005-02-19,2003-01-22,NA,FALSE,"Manifesto Project 2024a"
2,"NO",2004-09-15,2005-01-15,2001-09-10,NA,FALSE,"Manifesto Project 2024a"
2,"PL",2004-10-10,2004-12-12,2001-09-23,NA,FALSE,"Manifesto Project 2024a"
2,"PT",2004-10-15,2005-03-17,2002-03-17,2005-02-20,TRUE,"Manifesto Project 2024a"
2,"SK",2004-10-04,2004-12-12,2002-09-20,NA,FALSE,"Manifesto Project 2024a"
2,"SI",2004-10-18,2004-11-30,2004-10-03,NA,FALSE,"Manifesto Project 2024a"
2,"ES",2004-09-27,2005-01-31,2004-03-14,NA,FALSE,"Manifesto Project 2024a"
2,"SE",2004-09-29,2005-01-19,2002-09-15,NA,FALSE,"Manifesto Project 2024a"
2,"CH",2004-09-15,2005-02-28,2003-10-19,NA,FALSE,"Manifesto Project 2024a"
2,"TR",2005-12-17,2006-07-01,2002-11-03,NA,FALSE,"Manifesto Project 2024a"
2,"GB",2004-09-27,2005-03-16,2001-06-07,NA,FALSE,"Manifesto Project 2024a"
2,"UA",2005-01-28,2005-03-10,2002-03-31,NA,FALSE,"Manifesto Project 2024a"
3,"AT",2007-07-18,2007-11-05,2006-10-01,NA,FALSE,"Manifesto Project 2024a"
3,"BE",2006-10-23,2007-02-19,2003-05-18,NA,FALSE,"Manifesto Project 2024a"
3,"BG",2006-11-20,2007-01-01,2005-06-25,NA,FALSE,"Manifesto Project 2024a"
3,"CY",2006-10-02,2006-12-10,2006-05-21,NA,FALSE,"Manifesto Project 2024a"
3,"DK",2006-09-19,2007-05-02,2005-02-08,NA,FALSE,"Manifesto Project 2024a"
3,"EE",2006-10-25,2007-05-21,2003-03-02,2007-03-04,TRUE,"Manifesto Project 2024a"
3,"FI",2006-09-18,2006-12-20,2003-03-16,NA,FALSE,"Manifesto Project 2024a"
3,"FR",2006-09-19,2007-04-07,2002-06-09,NA,FALSE,"Manifesto Project 2024a"
3,"DE",2006-09-01,2007-01-15,2005-09-18,NA,FALSE,"Manifesto Project 2024a"
3,"HU",2006-11-21,2007-01-28,2006-04-09,NA,FALSE,"Manifesto Project 2024a"
3,"IE",2006-09-14,2007-08-31,2002-05-17,2007-05-24,TRUE,"Manifesto Project 2024a"
3,"LV",2007-06-28,2007-09-02,2006-10-07,NA,FALSE,"Manifesto Project 2024a"
3,"NL",2006-09-16,2007-03-18,2003-01-22,2006-11-22,TRUE,"Manifesto Project 2024a"
3,"NO",2006-08-21,2006-12-19,2005-09-12,NA,FALSE,"Manifesto Project 2024a"
3,"PL",2006-10-02,2006-12-13,2005-09-25,NA,FALSE,"Manifesto Project 2024a"
3,"PT",2006-10-12,2007-02-28,2005-02-20,NA,FALSE,"Manifesto Project 2024a"
3,"RO",2006-12-01,2007-01-31,2004-11-28,NA,FALSE,"Manifesto Project 2024a"
3,"RU",2006-09-18,2007-01-09,2003-12-07,NA,FALSE,"Manifesto Project 2024a"
3,"SK",2006-12-01,2007-02-28,2006-06-17,NA,FALSE,"Manifesto Project 2024a"
3,"SI",2006-10-18,2006-12-04,2004-10-03,NA,FALSE,"Manifesto Project 2024a"
3,"ES",2006-10-25,2007-03-04,2004-03-14,NA,FALSE,"Manifesto Project 2024a"
3,"SE",2006-09-21,2007-02-03,2006-09-17,NA,FALSE,"Manifesto Project 2024a"
3,"CH",2006-08-24,2007-04-02,2003-10-19,NA,FALSE,"Manifesto Project 2024a"
3,"UA",2006-12-06,2007-01-12,2006-03-26,NA,FALSE,"Manifesto Project 2024a"
3,"GB",2006-09-05,2007-01-14,2005-05-05,NA,FALSE,"Manifesto Project 2024a"
4,"AT",2010-11-01,2011-02-28,2008-09-28,NA,FALSE,"Manifesto Project 2024a"
4,"BE",2008-11-13,2009-03-20,2007-06-10,NA,FALSE,"Manifesto Project 2024a"
4,"BG",2009-03-06,2009-05-31,2005-06-25,NA,FALSE,"Manifesto Project 2024a"
4,"HR",2008-12-22,2009-03-31,2007-11-25,NA,FALSE,"Manifesto Project 2024a"
4,"CY",2008-09-29,2008-12-21,2006-05-21,NA,FALSE,"Manifesto Project 2024a"
4,"CZ",2009-06-08,2009-07-08,2006-06-03,NA,FALSE,"Manifesto Project 2024a"
4,"DK",2008-09-01,2009-01-11,2007-11-13,NA,FALSE,"Manifesto Project 2024a"
4,"EE",2008-11-05,2009-03-11,2007-03-04,NA,FALSE,"Manifesto Project 2024a"
4,"FI",2008-09-19,2009-02-05,2007-03-18,NA,FALSE,"Manifesto Project 2024a"
4,"FR",2008-09-28,2009-01-31,2007-06-10,NA,FALSE,"Manifesto Project 2024a"
4,"DE",2008-08-27,2009-01-31,2005-09-18,NA,FALSE,"Manifesto Project 2024a"
4,"GR",2009-07-15,2009-11-20,2007-09-16,2009-10-04,TRUE,"Manifesto Project 2024a"
4,"HU",2009-02-20,2009-04-20,2006-04-09,NA,FALSE,"Manifesto Project 2024a"
4,"IE",2009-09-11,2010-03-12,2007-05-24,NA,FALSE,"Manifesto Project 2024a"
4,"IL",2008-08-31,2009-03-13,2006-03-28,2009-02-10,TRUE,"Manifesto Project 2024a"
4,"LV",2009-04-02,2009-09-08,2006-10-07,NA,FALSE,"Manifesto Project 2024a"
4,"LT",2009-10-16,2010-01-12,2008-10-12,NA,FALSE,"Manifesto Project 2024a"
4,"NL",2008-09-08,2009-06-28,2006-11-22,NA,FALSE,"Manifesto Project 2024a"
4,"NO",2008-08-25,2009-01-20,2005-09-12,NA,FALSE,"Manifesto Project 2024a"
4,"PL",2008-11-03,2009-02-15,2007-10-21,NA,FALSE,"Manifesto Project 2024a"
4,"PT",2008-10-09,2009-03-08,2005-02-20,NA,FALSE,"Manifesto Project 2024a"
4,"RO",2008-12-02,2009-01-19,2008-11-30,NA,FALSE,"Manifesto Project 2024a"
4,"RU",2008-11-08,2009-04-09,2007-12-02,NA,FALSE,"Manifesto Project 2024a"
4,"SK",2008-11-17,2009-02-09,2006-06-17,NA,FALSE,"Manifesto Project 2024a"
4,"SI",2008-10-20,2009-01-20,2008-09-21,NA,FALSE,"Manifesto Project 2024a"
4,"ES",2008-09-05,2009-01-31,2008-03-09,NA,FALSE,"Manifesto Project 2024a"
4,"SE",2008-09-15,2009-02-03,2006-09-17,NA,FALSE,"Manifesto Project 2024a"
4,"CH",2008-08-30,2009-04-17,2007-10-21,NA,FALSE,"Manifesto Project 2024a"
4,"TR",2008-11-02,2009-05-17,2007-07-22,NA,FALSE,"Manifesto Project 2024a"
4,"UA",2009-03-01,2009-04-02,2007-09-30,NA,FALSE,"Manifesto Project 2024a"
4,"GB",2008-09-01,2009-01-19,2005-05-05,NA,FALSE,"Manifesto Project 2024a"
5,"AT",2013-05-24,2013-10-10,2008-09-28,2013-09-29,TRUE,"Manifesto Project 2024a"
5,"BE",2010-10-11,2011-05-06,2010-06-13,NA,FALSE,"Manifesto Project 2024a"
5,"BG",2010-12-17,2011-03-28,2009-07-05,NA,FALSE,"Manifesto Project 2024a"
5,"HR",2011-09-16,2011-12-14,2007-11-25,2011-12-04,TRUE,"Manifesto Project 2024a"
5,"CY",2011-01-01,2011-06-21,2006-05-21,2011-05-22,TRUE,"Manifesto Project 2024a"
5,"CZ",2011-01-20,2011-03-08,2010-05-29,NA,FALSE,"Manifesto Project 2024a"
5,"DK",2010-09-20,2011-03-08,2007-11-13,NA,FALSE,"Manifesto Project 2024a"
5,"EE",2010-10-10,2011-05-28,2007-03-04,2011-03-06,TRUE,"Manifesto Project 2024a"
5,"FI",2010-09-13,2010-12-30,2007-03-18,NA,FALSE,"Manifesto Project 2024a"
5,"FR",2010-10-15,2011-04-06,2007-06-10,NA,FALSE,"Manifesto Project 2024a"
5,"DE",2010-09-15,2011-02-03,2009-09-27,NA,FALSE,"Manifesto Project 2024a"
5,"GR",2011-05-06,2011-07-05,2009-10-04,NA,FALSE,"Manifesto Project 2024a"
5,"HU",2010-10-19,2010-12-10,2010-04-11,NA,FALSE,"Manifesto Project 2024a"
5,"IE",2011-09-20,2012-01-03,2011-02-25,NA,FALSE,"Manifesto Project 2024a"
5,"IL",2011-01-09,2011-06-13,2009-02-10,NA,FALSE,"Manifesto Project 2024a"
5,"LT",2011-04-21,2011-08-20,2008-10-12,NA,FALSE,"Manifesto Project 2024a"
5,"NL",2010-09-27,2011-04-02,2010-06-09,NA,FALSE,"Manifesto Project 2024a"
5,"NO",2010-09-09,2011-02-15,2009-09-14,NA,FALSE,"Manifesto Project 2024a"
5,"PL",2010-10-01,2011-02-06,2007-10-21,NA,FALSE,"Manifesto Project 2024a"
5,"PT",2010-10-11,2011-03-23,2009-09-27,NA,FALSE,"Manifesto Project 2024a"
5,"RU",2010-12-25,2011-05-14,2007-12-02,NA,FALSE,"Manifesto Project 2024a"
5,"SK",2010-10-29,2011-02-28,2010-06-12,NA,FALSE,"Manifesto Project 2024a"
5,"SI",2010-10-20,2011-01-31,2008-09-21,NA,FALSE,"Manifesto Project 2024a"
5,"ES",2011-04-11,2011-07-24,2008-03-09,NA,FALSE,"Manifesto Project 2024a"
5,"SE",2010-09-27,2011-03-01,2010-09-19,NA,FALSE,"Manifesto Project 2024a"
5,"CH",2010-10-02,2011-03-23,2007-10-21,NA,FALSE,"Manifesto Project 2024a"
5,"UA",2011-05-13,2011-07-30,2007-09-30,NA,FALSE,"Manifesto Project 2024a"
5,"GB",2010-08-31,2011-02-28,2010-05-06,NA,FALSE,"Manifesto Project 2024a"
6,"AL",2012-12-01,2013-02-12,2001-06-24,NA,FALSE,"Manifesto Project 2024a"
6,"BE",2012-09-10,2012-12-25,2010-06-13,NA,FALSE,"Manifesto Project 2024a"
6,"BG",2013-02-09,2013-04-30,2009-07-05,NA,FALSE,"Manifesto Project 2024a"
6,"CY",2012-10-01,2012-12-31,2011-05-22,NA,FALSE,"Manifesto Project 2024a"
6,"CZ",2013-01-09,2013-03-11,2010-05-29,NA,FALSE,"Manifesto Project 2024a"
6,"DK",2013-01-10,2013-04-24,2011-09-15,NA,FALSE,"Manifesto Project 2024a"
6,"EE",2012-09-01,2013-01-28,2011-03-06,NA,FALSE,"Manifesto Project 2024a"
6,"FI",2012-09-03,2013-02-02,2011-04-17,NA,FALSE,"Manifesto Project 2024a"
6,"FR",2013-02-08,2013-06-30,2012-06-10,NA,FALSE,"Manifesto Project 2024a"
6,"DE",2012-09-06,2013-01-22,2009-09-27,NA,FALSE,"Manifesto Project 2024a"
6,"HU",2012-11-10,2013-02-17,2010-04-11,NA,FALSE,"Manifesto Project 2024a"
6,"IS",2012-10-03,2013-03-23,2009-04-25,NA,FALSE,"Manifesto Project 2024a"
6,"IE",2012-10-15,2013-02-09,2011-02-25,NA,FALSE,"Manifesto Project 2024a"
6,"IL",2012-09-03,2013-03-05,2009-02-10,2013-01-22,TRUE,"Manifesto Project 2024a"
6,"IT",2013-06-01,2013-12-20,2013-02-24,NA,FALSE,"Manifesto Project 2024a"
6,"XK",2013-02-14,2013-03-15,NA,NA,NA,NA
6,"LT",2013-05-21,2013-08-25,2012-10-14,NA,FALSE,"Manifesto Project 2024a"
6,"NL",2012-08-28,2013-03-30,2010-06-09,2012-09-12,TRUE,"Manifesto Project 2024a"
6,"NO",2012-08-14,2013-02-08,2009-09-14,NA,FALSE,"Manifesto Project 2024a"
6,"PL",2012-09-19,2013-01-08,2011-10-09,NA,FALSE,"Manifesto Project 2024a"
6,"PT",2012-10-24,2013-03-20,2011-06-05,NA,FALSE,"Manifesto Project 2024a"
6,"RU",2012-10-10,2012-12-27,2011-12-04,NA,FALSE,"Manifesto Project 2024a"
6,"SK",2012-10-24,2013-03-06,2012-03-10,NA,FALSE,"Manifesto Project 2024a"
6,"SI",2012-10-01,2012-12-31,2011-12-04,NA,FALSE,"Manifesto Project 2024a"
6,"ES",2013-01-23,2013-05-14,2011-11-20,NA,FALSE,"Manifesto Project 2024a"
6,"SE",2012-10-01,2013-05-05,2010-09-19,NA,FALSE,"Manifesto Project 2024a"
6,"CH",2012-09-01,2013-04-22,2011-10-23,NA,FALSE,"Manifesto Project 2024a"
6,"UA",2013-07-11,2013-08-09,2012-10-28,NA,FALSE,"Manifesto Project 2024a"
6,"GB",2012-09-01,2013-02-07,2010-05-06,NA,FALSE,"Manifesto Project 2024a"
7,"AT",2014-10-14,2015-05-05,2013-09-29,NA,FALSE,"Manifesto Project 2024a"
7,"BE",2014-09-10,2015-02-01,2014-05-25,NA,FALSE,"Manifesto Project 2024a"
7,"CZ",2014-11-24,2015-02-09,2013-10-26,NA,FALSE,"Manifesto Project 2024a"
7,"DK",2014-09-07,2014-12-29,2011-09-15,NA,FALSE,"Manifesto Project 2024a"
7,"EE",2014-09-07,2014-12-29,2011-03-06,NA,FALSE,"Manifesto Project 2024a"
7,"FI",2014-09-03,2015-02-09,2011-04-17,NA,FALSE,"Manifesto Project 2024a"
7,"FR",2014-10-31,2015-03-03,2012-06-10,NA,FALSE,"Manifesto Project 2024a"
7,"DE",2014-08-18,2015-02-05,2013-09-22,NA,FALSE,"Manifesto Project 2024a"
7,"HU",2015-04-24,2015-06-26,2014-04-06,NA,FALSE,"Manifesto Project 2024a"
7,"IE",2014-09-04,2015-01-31,2011-02-25,NA,FALSE,"Manifesto Project 2024a"
7,"IL",2015-05-12,2015-12-13,2015-03-17,NA,FALSE,"Manifesto Project 2024a"
7,"LT",2015-04-11,2015-06-14,2012-10-14,NA,FALSE,"Manifesto Project 2024a"
7,"NL",2014-09-08,2015-01-15,2012-09-12,NA,FALSE,"Manifesto Project 2024a"
7,"NO",2014-08-20,2015-01-08,2013-09-09,NA,FALSE,"Manifesto Project 2024a"
7,"PL",2015-04-17,2015-09-14,2011-10-09,NA,FALSE,"Manifesto Project 2024a"
7,"PT",2015-02-02,2015-11-30,2011-06-05,2015-10-04,TRUE,"Manifesto Project 2024a"
7,"SI",2014-10-09,2015-02-01,2014-07-13,NA,FALSE,"Manifesto Project 2024a"
7,"ES",2015-01-22,2015-05-25,2011-11-20,NA,FALSE,"Manifesto Project 2024a"
7,"SE",2014-08-01,2015-01-30,2010-09-19,2014-09-14,TRUE,"Manifesto Project 2024a"
7,"CH",2014-08-29,2015-02-02,2011-10-23,NA,FALSE,"Manifesto Project 2024a"
7,"GB",2014-09-01,2015-02-25,2010-05-06,NA,FALSE,"Manifesto Project 2024a"
8,"AT",2016-09-19,2016-12-28,2013-09-29,NA,FALSE,"Manifesto Project 2024a"
8,"BE",2016-09-14,2017-01-31,2014-05-25,NA,FALSE,"Manifesto Project 2024a"
8,"CZ",2016-10-24,2016-12-19,2013-10-26,NA,FALSE,"Manifesto Project 2024a"
8,"EE",2016-10-01,2017-01-31,2015-03-01,NA,FALSE,"Manifesto Project 2024a"
8,"FI",2016-09-15,2017-03-08,2015-04-19,NA,FALSE,"Manifesto Project 2024a"
8,"FR",2016-11-10,2017-03-11,2012-06-10,NA,FALSE,"Manifesto Project 2024a"
8,"DE",2016-08-23,2017-03-26,2013-09-22,NA,FALSE,"Manifesto Project 2024a"
8,"HU",2017-05-14,2017-09-16,2014-04-06,NA,FALSE,"Manifesto Project 2024a"
8,"IS",2016-11-02,2017-06-08,2016-10-29,NA,FALSE,"Manifesto Project 2024a"
8,"IE",2016-11-25,2017-05-08,2016-02-26,NA,FALSE,"Manifesto Project 2024a"
8,"IL",2016-09-10,2017-02-08,2015-03-17,NA,FALSE,"Manifesto Project 2024a"
8,"IT",2017-09-11,2017-11-19,2013-02-24,NA,FALSE,"Manifesto Project 2024a"
8,"LT",2017-10-04,2017-12-28,2016-10-09,NA,FALSE,"Manifesto Project 2024a"
8,"NL",2016-09-01,2017-01-31,2012-09-12,NA,FALSE,"Manifesto Project 2024a"
8,"NO",2016-08-22,2017-01-17,2013-09-09,NA,FALSE,"Manifesto Project 2024a"
8,"PL",2016-11-07,2017-02-22,2015-10-25,NA,FALSE,"Manifesto Project 2024a"
8,"PT",2016-10-20,2017-06-15,2015-10-04,NA,FALSE,"Manifesto Project 2024a"
8,"RU",2017-01-03,2017-03-19,2011-12-04,NA,FALSE,"Manifesto Project 2024a"
8,"SI",2016-09-21,2017-01-11,2014-07-13,NA,FALSE,"Manifesto Project 2024a"
8,"ES",2017-02-16,2017-06-23,2016-06-26,NA,FALSE,"Manifesto Project 2024a"
8,"SE",2016-08-26,2017-02-10,2014-09-14,NA,FALSE,"Manifesto Project 2024a"
8,"CH",2016-09-01,2017-03-02,2015-10-18,NA,FALSE,"Manifesto Project 2024a"
8,"GB",2016-09-01,2017-03-20,2015-05-07,NA,FALSE,"Manifesto Project 2024a"
9,"AL",2018-12-19,2019-03-15,2001-06-24,NA,FALSE,"Manifesto Project 2024a"
9,"AT",2018-09-18,2019-01-12,2017-10-15,NA,FALSE,"Manifesto Project 2024a"
9,"BE",2018-09-20,2019-01-28,2014-05-25,NA,FALSE,"Manifesto Project 2024a"
9,"BG",2018-11-16,2018-12-15,2017-03-26,NA,FALSE,"Manifesto Project 2024a"
9,"HR",2019-09-20,2020-01-27,2016-09-11,NA,FALSE,"Manifesto Project 2024a"
9,"CY",2018-09-17,2019-05-26,2016-05-22,NA,FALSE,"Manifesto Project 2024a"
9,"CZ",2018-11-17,2019-02-06,2017-10-21,NA,FALSE,"Manifesto Project 2024a"
9,"DK",2018-09-13,2019-01-08,2015-06-18,NA,FALSE,"Manifesto Project 2024a"
9,"EE",2018-10-01,2019-03-02,2015-03-01,NA,FALSE,"Manifesto Project 2024a"
9,"FI",2018-09-03,2019-02-18,2015-04-19,NA,FALSE,"Manifesto Project 2024a"
9,"FR",2018-10-19,2019-04-01,2017-06-11,NA,FALSE,"Manifesto Project 2024a"
9,"DE",2018-08-29,2019-03-04,2017-09-24,NA,FALSE,"Manifesto Project 2024a"
9,"HU",2019-01-31,2019-05-22,2018-04-08,NA,FALSE,"Manifesto Project 2024a"
9,"IS",2019-10-05,2020-01-31,2017-10-28,NA,FALSE,"Manifesto Project 2024a"
9,"IE",2018-11-05,2019-04-05,2016-02-26,NA,FALSE,"Manifesto Project 2024a"
9,"IT",2018-05-11,2019-03-10,2018-03-04,NA,FALSE,"Manifesto Project 2024a"
9,"LV",2019-10-10,2020-01-21,2018-10-06,NA,FALSE,"Manifesto Project 2024a"
9,"LT",2019-09-21,2019-12-15,2016-10-09,NA,FALSE,"Manifesto Project 2024a"
9,"ME",2019-05-22,2019-10-30,2016-10-16,NA,FALSE,"Manifesto Project 2024a"
9,"NL",2018-08-28,2019-01-22,2017-03-15,NA,FALSE,"Manifesto Project 2024a"
9,"NO",2018-10-04,2019-05-16,2017-09-11,NA,FALSE,"Manifesto Project 2024a"
9,"PL",2018-10-26,2019-03-20,2015-10-25,NA,FALSE,"Manifesto Project 2024a"
9,"PT",2019-10-27,2019-12-23,2019-10-06,NA,FALSE,"Manifesto Project 2024a"
9,"RS",2018-10-01,2019-03-01,2016-04-24,NA,FALSE,"Manifesto Project 2024a"
9,"SK",2019-06-14,2019-12-07,2016-03-05,NA,FALSE,"Manifesto Project 2024a"
9,"SI",2018-09-24,2019-02-01,2018-06-03,NA,FALSE,"Manifesto Project 2024a"
9,"ES",2019-11-08,2020-01-27,2019-04-28,2019-11-10,TRUE,"Manifesto Project 2024a"
9,"SE",2018-08-30,2019-05-23,2014-09-14,2018-09-09,TRUE,"Manifesto Project 2024a"
9,"CH",2018-09-01,2019-02-11,2015-10-18,NA,FALSE,"Manifesto Project 2024a"
9,"GB",2018-08-31,2019-02-22,2017-06-08,NA,FALSE,"Manifesto Project 2024a"
10,"AT",2021-08-30,2021-12-05,2019-09-29,NA,FALSE,"Manifesto Project 2024a"
10,"BE",2021-10-27,2022-09-03,2019-05-26,NA,FALSE,"Manifesto Project 2024a"
10,"BG",2021-06-28,2021-09-30,2017-03-26,NA,FALSE,"Manifesto Project 2024a"
10,"HR",2021-05-05,2021-11-26,2020-07-05,NA,FALSE,"Manifesto Project 2024a"
10,"CY",2022-03-09,2022-08-18,2016-05-22,NA,FALSE,"Manifesto Project 2024a"
10,"CZ",2021-07-07,2021-09-29,2017-10-21,NA,FALSE,"Manifesto Project 2024a"
10,"EE",2021-06-07,2021-12-31,2019-03-03,NA,FALSE,"Manifesto Project 2024a"
10,"FI",2021-08-31,2022-01-31,2019-04-14,NA,FALSE,"Manifesto Project 2024a"
10,"FR",2021-08-23,2021-12-31,2017-06-11,NA,FALSE,"Manifesto Project 2024a"
10,"DE",2021-10-05,2022-01-04,2021-09-26,NA,FALSE,"Manifesto Project 2024a"
10,"GR",2021-11-09,2022-05-23,2019-07-07,NA,FALSE,"Manifesto Project 2024a"
10,"HU",2021-06-10,2021-10-16,2018-04-08,NA,FALSE,"Manifesto Project 2024a"
10,"IS",2021-07-28,2022-02-11,2017-10-28,2021-09-25,TRUE,"Manifesto Project 2024a"
10,"IE",2021-11-23,2022-12-16,2020-02-08,NA,FALSE,"Manifesto Project 2024a"
10,"IL",2022-02-01,2022-07-17,2021-03-23,NA,FALSE,"Manifesto Project 2024a"
10,"IT",2021-10-25,2022-04-26,2018-03-04,NA,FALSE,"Manifesto Project 2024a"
10,"LV",2021-11-01,2022-01-31,2018-10-06,NA,FALSE,"Manifesto Project 2024a"
10,"LT",2021-07-01,2021-12-15,2020-10-11,NA,FALSE,"Manifesto Project 2024a"
10,"ME",2021-11-03,2022-03-30,2020-08-30,NA,FALSE,"Manifesto Project 2024a"
10,"NL",2021-10-01,2022-04-03,2021-03-17,NA,FALSE,"Manifesto Project 2024a"
10,"MK",2021-10-23,2022-03-07,2016-12-11,NA,FALSE,"Manifesto Project 2024a"
10,"NO",2021-06-10,2022-05-04,2017-09-11,NA,FALSE,"Manifesto Project 2024a"
10,"PL",2022-01-26,2022-05-25,2019-10-13,NA,FALSE,"Manifesto Project 2024a"
10,"PT",2021-08-16,2022-03-06,2019-10-06,NA,FALSE,"Manifesto Project 2024a"
10,"RS",2022-01-11,2022-05-25,2020-06-21,2022-04-03,TRUE,"Manifesto Project 2024a"
10,"SK",2021-05-25,2021-10-21,2016-03-05,NA,FALSE,"Manifesto Project 2024a"
10,"SI",2020-09-18,2021-08-26,2018-06-03,NA,FALSE,"Manifesto Project 2024a"
10,"ES",2022-01-21,2022-05-31,2019-11-10,NA,FALSE,"Manifesto Project 2024a"
10,"SE",2021-12-10,2022-01-17,2018-09-09,NA,FALSE,"Manifesto Project 2024a"
10,"CH",2021-05-04,2022-05-02,2019-10-20,NA,FALSE,"Manifesto Project 2024a"
10,"GB",2021-08-15,2022-09-02,2019-12-12,NA,FALSE,"Manifesto Project 2024a"
11,"AT",2023-06-13,2023-12-03,2019-09-29,NA,FALSE,"Manifesto Project 2024a"
11,"BE",2023-06-28,2024-02-13,2019-05-26,NA,FALSE,"Manifesto Project 2024a"
11,"CY",2023-05-15,2024-06-29,2016-05-22,NA,FALSE,"Manifesto Project 2024a"
11,"CZ",2024-02-01,2024-08-04,2017-10-21,NA,FALSE,"Manifesto Project 2024a"
11,"HR",2023-06-24,2024-01-19,2020-07-05,NA,FALSE,"Manifesto Project 2024a"
11,"FI",2023-08-01,2024-01-30,2019-04-14,NA,FALSE,"Manifesto Project 2024a"
11,"FR",2023-08-23,2024-02-04,2017-06-11,NA,FALSE,"Manifesto Project 2024a"
11,"DE",2023-05-09,2023-12-21,2021-09-26,NA,FALSE,"Manifesto Project 2024a"
11,"GR",2024-02-05,2024-05-09,2019-07-07,NA,FALSE,"Manifesto Project 2024a"
11,"HU",2023-05-05,2023-11-10,2018-04-08,NA,FALSE,"Manifesto Project 2024a"
11,"IS",2024-02-20,2024-06-09,2021-09-25,NA,FALSE,"Manifesto Project 2024a"
11,"IE",2023-06-27,2024-01-03,2020-02-08,NA,FALSE,"Manifesto Project 2024a"
11,"IT",2023-10-09,2024-04-21,2018-03-04,NA,FALSE,"Manifesto Project 2024a"
11,"LT",2023-09-04,2023-12-31,2020-10-11,NA,FALSE,"Manifesto Project 2024a"
11,"NL",2023-03-31,2023-11-07,2021-03-17,NA,FALSE,"Manifesto Project 2024a"
11,"NO",2023-04-17,2023-11-30,2017-09-11,NA,FALSE,"Manifesto Project 2024a"
